,Location,Latitude,Longitude,Altitude
674,station_674,28.94179,81.36932,1460.0
675,station_675,29.56037,80.41134,1391.0
676,station_676,29.41567,80.44208,1328.0
677,station_677,27.90109,85.79494,1847.0
678,station_678,29.60326,80.70177,1322.0
679,station_679,29.6534,80.58435,1330.0
680,station_680,29.59137,80.529,1389.0
681,station_681,29.43078,80.26872,1435.0
682,station_682,29.41058,80.37271,1727.0
683,station_683,29.42557,80.73794,1184.0
684,station_684,29.52967,80.615,1682.0
685,station_685,29.68936,80.94905,3952.0
686,station_686,29.55201,81.16174,2088.0
687,station_687,29.50404,80.856,1659.0
688,station_688,29.56082,81.06176,1981.0
689,station_689,29.53274,81.0056,2306.0
690,station_690,29.51347,80.93567,2353.0
691,station_691,29.45771,81.21321,2579.0
692,station_692,29.54237,81.29939,2553.0
693,station_693,29.965,81.21985,4065.0
694,station_694,29.64195,81.08132,2375.0
695,station_695,29.61087,81.3076,1750.0
696,station_696,29.60788,81.31314,1698.0
697,station_697,29.43947,81.4992,2120.0
698,station_698,29.35987,81.53034,3762.0
699,station_699,29.53828,81.6178,2091.0
700,station_700,29.33594,81.43072,2618.0
701,station_701,29.56923,81.48293,2417.0
702,station_702,29.71252,81.61904,3138.0
703,station_703,29.45252,81.69567,1667.0
704,station_704,29.39867,81.2829,2019.0
705,station_705,29.42717,81.75914,3097.0
706,station_706,29.23782,80.60651,2407.0
707,station_707,29.1555,80.27587,332.0
708,station_708,29.364,80.55586,1839.0
709,station_709,29.12405,80.48384,629.0
710,station_710,29.32839,80.40252,1104.0
711,station_711,29.24841,80.68054,1892.0
712,station_712,29.36382,80.70247,1703.0
713,station_713,29.891965108,80.7918967,3947.0
714,station_714,29.70637,80.575,1678.0
715,station_715,29.87016,80.88376,2450.0
716,station_716,30.101257497,80.959309917,4398.0
717,station_717,29.8921,80.61957,1670.0
718,station_718,29.65574,80.46502,1264.0
719,station_719,29.73763,80.48455,1689.0
720,station_720,29.74163,80.84767,2625.0
721,station_721,29.7978,80.67992,2453.0
722,station_722,29.2601,80.97434,1084.0
723,station_723,29.24472,80.82259,1275.0
724,station_724,29.35152,80.86687,1834.0
725,station_725,29.03501,80.86607,1479.0
726,station_726,29.04997,81.066,1024.0
727,station_727,29.10286,80.67617,1121.0
728,station_728,29.17769,80.98034,1036.0
729,station_729,29.27055,81.06172,1188.0
730,station_730,28.9884,80.89138,1166.0
731,station_731,28.4914,80.97963,145.0
732,station_732,28.7515,80.81065,190.0
733,station_733,28.7146,80.95036,180.0
734,station_734,28.909,80.56706,829.0
735,station_735,28.741474423,80.879157184,214.0
736,station_736,28.5288,81.12495,158.0
737,station_737,28.68775,81.04411,184.0
738,station_738,28.91069,80.81186,779.0
739,station_739,28.56864,81.14518,168.0
740,station_740,28.56493,81.02158,155.0
741,station_741,28.59775,80.79601,159.0
742,station_742,28.81341,81.11331,515.0
743,station_743,28.69581,80.61384,181.0
744,station_744,28.98192,80.2671,250.0
745,station_745,28.68009,80.33933,176.0
746,station_746,28.97363,80.1761,223.0
747,station_747,28.91483,80.44527,246.0
748,station_748,28.861775403,80.321789483,216.0
749,station_749,28.63896,80.46738,180.0
