T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
18.522130243291983,13.132403722148187,18.197264827202382,10.79971378538244,24.534990845970647,13.735308602756223,9.335185719957797,56.62286641553067,2.7229159460390293,86.92889621248786,2.485584367257599,4.64050908185111,0.8038003073254746,3.836690397138417,3.0219258638725837,4.931913845827091,1.1169701792018445,3.8149508398241765
