T2M,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
8.81416792847194,9.141950939660155,9.61178986650012,3.522724681298802,8.605384038797949,8.913721984947546,5.765667214528092,22.967725553761483,7.029407115646145,10.574375092233385,0.7718724947105869,1.4343370877591628,0.6082229362934579,1.3331109917502304,1.2187249013556931,1.6883433472945761,0.9994201527707067,1.3549016063474708
